year,month,month_name,date,state,municipality,offense_category_raw,offense_category_normalized,category_group,incident_count,incidents_per_100k,source,source_url,notes
2024,8,August,2024-08-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,110,36.99,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2024,9,September,2024-09-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,87,29.26,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2024,10,October,2024-10-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,88,29.59,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2024,11,November,2024-11-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,112,37.66,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2024,12,December,2024-12-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,117,39.34,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,1,January,2025-01-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,98,32.95,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,2,February,2025-02-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,89,29.93,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,3,March,2025-03-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,87,29.26,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,4,April,2025-04-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,106,35.64,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,5,May,2025-05-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,84,28.25,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,6,June,2025-06-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,109,36.65,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,7,July,2025-07-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,105,35.31,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,8,August,2025-08-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,94,31.61,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,9,September,2025-09-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,87,29.26,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,10,October,2025-10-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,98,32.95,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,11,November,2025-11-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,100,33.63,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2025,12,December,2025-12-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,100,33.63,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2026,1,January,2026-01-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,99,33.29,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2026,2,February,2026-02-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,84,28.25,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2026,3,March,2026-03-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,89,29.93,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2026,4,April,2026-04-01,Jalisco,Puerto Vallarta,Violencia familiar,Domestic Violence,Domestic & Social,110,36.99,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Most common reported offense category in PV. Includes physical and psychological violence.
2022,1,January,2022-01-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,16,5.38,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,18,6.05,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,20,6.73,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,11,November,2022-11-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,12,December,2022-12-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,22,7.40,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,1,January,2023-01-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,2,February,2023-02-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,18,6.05,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,3,March,2023-03-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,4,April,2023-04-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,5,May,2023-05-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,18,6.05,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,6,June,2023-06-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,17,5.72,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,7,July,2023-07-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,8,August,2023-08-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,9,September,2023-09-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,10,October,2023-10-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,20,6.73,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,11,November,2023-11-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2023,12,December,2023-12-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,22,7.40,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,1,January,2024-01-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,17,5.72,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,2,February,2024-02-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,17,5.72,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,3,March,2024-03-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,4,April,2024-04-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,5,May,2024-05-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,6,June,2024-06-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,7,July,2024-07-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,8,August,2024-08-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,18,6.05,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,9,September,2024-09-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,20,6.73,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,10,October,2024-10-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,20,6.73,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,11,November,2024-11-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,17,5.72,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2024,12,December,2024-12-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,1,January,2025-01-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,2,February,2025-02-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,18,6.05,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,3,March,2025-03-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,17,5.72,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,4,April,2025-04-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,5,May,2025-05-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,6,June,2025-06-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,7,July,2025-07-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,8,August,2025-08-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,9,September,2025-09-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,10,October,2025-10-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,18,6.05,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,11,November,2025-11-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,19,6.39,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2025,12,December,2025-12-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,21,7.06,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2026,1,January,2026-01-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,20,6.73,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2026,2,February,2026-02-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,18,6.05,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2026,3,March,2026-03-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,18,6.05,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2026,4,April,2026-04-01,Jalisco,Puerto Vallarta,Amenazas,Threats,Domestic & Social,17,5.72,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Criminal threats. Includes digital/phone threats when formally reported.
2022,1,January,2022-01-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,51,17.15,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,2,February,2022-02-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,52,17.49,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,3,March,2022-03-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,59,19.84,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,4,April,2022-04-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,66,22.19,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,5,May,2022-05-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,68,22.87,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,6,June,2022-06-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,60,20.18,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,7,July,2022-07-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,66,22.19,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,8,August,2022-08-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,70,23.54,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,9,September,2022-09-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,60,20.18,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,10,October,2022-10-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,60,20.18,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,11,November,2022-11-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,59,19.84,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2022,12,December,2022-12-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,65,21.86,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2023,1,January,2023-01-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,53,17.82,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2023,2,February,2023-02-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,53,17.82,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2023,3,March,2023-03-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,64,21.52,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
2023,4,April,2023-04-01,Jalisco,Puerto Vallarta,Lesiones dolosas,Assault / Bodily Harm,Violent Crime,62,20.85,SESNSP – Incidencia Delictiva del Fuero Común (Municipal),https://www.gob.mx/sesnsp/acciones-y-programas/datos-abiertos-de-incidencia-delictiva,Intentional bodily harm. Excludes traffic injuries (classified as culposas).
